client_id,name,age,location_id,joined_bank,banking_contact,nationality,occupation,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,iaid,gender,banking_relationship,investment_advisor
IND33337,Wanda Murray,74,39368,2002-02-19,Keith Griffin,European,Safety Technician IV,High,Platinum,291034.50690000004,50628.73,1,2546.1700000000005,119243.74550000002,250481.40727500006,113855.18512500002,232264.57765500006,30391.537000000004,455877.4,1,3,2,1,19,Male,Institutional,Nicholas Morrison
IND40896,Charles Tucker,69,38575,2007-02-10,Mark Montgomery,European,Automation Specialist I,Low,Silver,142762.8091,7367.8099999999995,2,535.1976,603533.196,1195910.2796129999,260334.21052800003,409375.54605527996,44364.2913,452542.2048,1,1,3,1,20,Male,Private Bank,Jack Phillips
IND71163,Aaron Burke,30,10796,2014-05-06,Adam Hernandez,European,Safety Technician III,Mid,Platinum,87475.5,38934.5,1,1094.8000000000002,254842.28000000003,227890.45440000005,166848.36839999998,240098.87160000004,19336.24,695647.1200000001,0,2,4,1,21,Male,Commercial,Juan Ramirez
IND78424,Julie Snyder,26,8419,2006-06-23,Paul Holmes,American,GIS Technical Architect,Mid,Jade,155729.6328,29286.71,1,6036.078100000001,816917.5449,853648.4215589999,314938.252614,549815.88627402,21103.3404,1157637.7236,1,2,1,2,22,Female,Retail,Gregory Boyd
IND41219,Wayne Bennett,72,20608,2019-09-17,Stephen Payne,European,Assistant Professor,High,Jade,79782.4896,6279.04,1,315.9552,398697.9264,361620.067968,166628.854848,139046.46142848002,29962.2144,500530.80960000004,1,1,1,2,1,Female,Retail,Victor Dean
IND62450,Paul Snyder,68,31209,2016-05-28,Frank Brown,European,Software Test Engineer I,Mid,Gold,234707.1685,25305.239999999998,2,2232.5146,260404.6934,68640.032352,57569.059391999996,49420.82329344001,3154.9444,441021.2892,0,2,1,2,2,Female,Retail,Jeremy Porter
IND67674,Heather Shaw,72,17828,2013-11-24,Todd Roberts,Australian,Sales Associate,Low,Silver,72706.78800000002,36381.420000000006,1,295.812,269847.288,94217.51520000001,69092.84448,85298.25709439999,16365.564,679158.432,1,2,2,1,3,Male,Institutional,Ernest Knight
IND14696,Mary Wright,78,43366,2014-04-20,Douglas Tucker,European,Programmer Analyst IV,Mid,Jade,177519.5136,4661.36,1,2303.532,472207.032,294577.4304,140742.55008,95148.51001920002,26784.252,273850.23600000003,0,2,2,2,4,Female,Institutional,Eric Shaw
IND39582,Aaron Williams,17,18696,2012-04-03,George Lewis,European,Chief Design Engineer,High,Gold,154263.77070000002,22358.31,1,681.8955000000001,75552.47700000001,208376.05717500005,265205.89095000003,82971.55731150003,16769.395500000002,345400.341,2,1,3,1,8,Male,Private Bank,Joe Carroll
IND55512,Andrew Young,17,42590,2005-07-18,Donald Reynolds,European,Office Assistant II,Mid,Jade,99666.75,10370.0,1,7211.88,174924.36000000002,1102563.1656,431130.4686,239807.488518,72036.90000000001,1111998.42,2,2,3,2,9,Female,Private Bank,Steve Sanchez
IND58447,Alan Nichols,63,20967,2001-01-03,Victor Martinez,European,Programmer II,High,Jade,266276.84010000003,17614.26,2,4604.176,825051.872,2217834.3680000002,443566.8736,838895.8496960001,96596.064,786745.7119999999,3,3,3,2,10,Female,Private Bank,Lawrence Sanchez
IND66908,Larry Snyder,61,19688,2004-11-27,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Silver,265427.25649999996,26190.96,3,2007.9308999999996,840128.4901999999,1030232.5568489998,355566.988647,539458.9414934099,39235.6453,179763.23629999996,1,2,3,1,11,Male,Private Bank,Peter Castillo
IND93572,Emily Stewart,80,13251,2000-02-19,Bruce Butler,Asian,Health Coach I,High,Gold,84421.46299999999,35468.159999999996,2,28.175,159327.91,173284.9475,294584.41075,62382.58110000003,14989.1,403295.97,3,2,3,1,12,Male,Private Bank,Victor Gutierrez
IND70604,Bobby Gutierrez,79,38986,2005-08-20,Anthony Berry,American,Web Designer I,Mid,Gold,49503.768299999996,20847.33,1,4653.683999999999,135150.12,413227.3796279999,287158.00957199995,63034.68502800003,21961.5228,718739.9352000001,2,2,3,2,13,Female,Private Bank,Daniel Carroll
IND28563,Stephen Freeman,33,15693,2007-01-16,Patrick Graham,Asian,Professor,High,Silver,291792.24360000005,36552.78,1,1261.4976000000001,78291.25920000001,1937545.9424640003,572456.7557280001,564090.08006736,49095.6048,431914.824,2,2,3,2,14,Female,Private Bank,Carl Anderson
IND44786,Justin Romero,41,7863,2002-01-20,Jesse Evans,European,Electrical Engineer,Mid,Jade,46821.12,27346.2,1,2450.7360000000003,947424.8520000001,117015.7806,95625.7992,23554.144224000003,44240.472,1209634.074,3,2,4,2,15,Female,Commercial,Nicholas Ward
IND79851,Debra Nichols,71,12398,2021-02-12,Shawn Long,Asian,Safety Technician I,High,Silver,285375.4887,56313.84,2,1778.3248000000003,713652.9904,341798.7489280001,213624.21808,98877.49522560003,2981.2272,789757.4832,1,3,4,1,1,Male,Commercial,Victor Dean
IND24079,Joshua Bennett,56,31265,2001-08-02,Nicholas Simmons,American,Help Desk Operator,Mid,Silver,72070.7328,17690.88,2,1015.7568000000001,152068.2368,208859.64339200003,119787.14841600001,112415.63159040001,2146.6240000000003,92649.29280000001,3,1,1,2,2,Female,Retail,Jeremy Porter
IND15798,Jesse Tucker,67,37174,2010-08-28,Chris Armstrong,American,Automation Specialist II,Mid,Jade,98374.083,21012.3,1,3358.8747999999996,544636.4332000001,994585.0433759999,617605.228548,95929.33160304,25196.837199999998,154219.6556,0,1,2,2,3,Female,Institutional,Ernest Knight
IND37241,Ruby Wallace,64,2684,1996-04-26,Anthony Torres,Australian,Internal Auditor,High,Platinum,91243.0575,2150.0499999999997,1,1529.4229999999998,125707.27749999998,0.0,0.0,0.0,954.0369999999998,133887.11,0,1,3,1,4,Male,Private Bank,Eric Shaw
IND86966,Cheryl Hunter,62,34467,2005-11-04,Benjamin Kim,European,Software Consultant,High,Jade,471052.3488,9266.4,1,2021.9759999999999,1451497.432,2021380.9439999997,861284.0543999999,1021939.896384,18387.028,2487458.556,1,4,4,1,5,Male,Commercial,Kevin Kim
IND71164,Ralph Porter,60,43040,2007-09-10,Patrick Graham,European,Database Administrator I,High,Jade,35337.2166,6165.450000000001,1,900.4608000000001,705853.1808000001,119341.19577599998,29835.298944,53040.531456000004,20912.3856,394311.6288,2,1,1,2,6,Female,Retail,Victor Rogers
IND40932,Martha Reynolds,73,38960,2011-09-02,Adam Hernandez,Asian,Accountant II,High,Gold,152280.51599999997,13713.06,2,1336.2624000000003,773813.1900000001,860495.0176260001,410866.9903980001,269621.77218948,25511.729400000004,674133.8358000001,2,1,1,2,7,Female,Retail,Eugene Cunningham
IND96715,Gary King,80,26940,1996-10-11,Shawn Wallace,European,Desktop Support Technician,Mid,Platinum,512987.8047000001,61515.780000000006,1,6672.657000000001,2284895.8890000004,436494.5734410001,180714.31384500003,119688.48016965,107769.98100000001,346486.11030000006,0,5,1,1,8,Male,Retail,Joe Carroll
IND50507,Lisa Miller,69,13803,2000-10-13,Shawn Long,European,Systems Administrator II,High,Silver,91339.99199999998,2125.34,1,127.2544,216548.95080000002,47898.397092,15790.68036,30212.8350888,16043.391000000001,341117.1764,1,1,2,1,9,Male,Institutional,Steve Sanchez
IND38878,Sarah Wright,32,2928,2013-05-25,James Castillo,European,Recruiter,High,Jade,159579.9675,25288.65,1,3928.4280000000003,212778.2475,336606.82839,104659.26597,128306.60282159998,20083.927499999998,1286219.0565,3,2,2,2,10,Female,Institutional,Lawrence Sanchez
IND59922,Frances Hughes,57,42750,2002-06-17,Benjamin Kim,Asian,Physical Therapy Assistant,High,Jade,181593.39239999998,24063.41,3,70.70700000000001,203307.1495,307847.8312,232069.90352000002,219803.3514768,7288.554,366702.10850000003,3,2,3,1,11,Male,Private Bank,Peter Castillo
IND32848,Keith Hernandez,23,29090,2007-07-10,Dennis Ruiz,European,Operator,High,Jade,30326.3297,2020.58,3,3886.3770000000004,409137.2219,211383.963895,54863.013530000004,71354.1899499,36419.4541,711890.0512,1,1,3,1,12,Male,Private Bank,Victor Gutierrez
IND22297,James Ross,18,21001,2020-09-23,Roy Rice,European,Dental Hygienist,Mid,Silver,76587.3024,16762.62,1,5079.9168,822400.929,992388.8639700002,207709.29711,325718.94961619994,15336.7326,696597.1362000001,3,1,3,1,13,Male,Private Bank,Daniel Carroll
IND17713,Charles Simmons,39,37970,2017-11-22,Joshua Bennett,European,Assistant Professor,High,Jade,75928.83480000001,7975.76,1,301.78200000000004,620325.9972,1008768.9993680001,345468.83540000004,186553.17111600004,10227.5628,705476.7304,1,1,3,2,14,Female,Private Bank,Carl Anderson
IND25396,Matthew Webb,69,38775,2000-11-01,Victor Ramos,European,Administrative Assistant I,Low,Silver,61750.3392,44720.64,2,908.2079999999999,761581.296,1156977.9647999997,636337.8806399999,115945.72032960002,83459.37599999999,2240804.16,3,2,3,2,15,Female,Private Bank,Nicholas Ward
IND15088,Margaret Coleman,42,8628,2010-12-25,Keith Griffin,American,Systems Administrator III,Mid,Silver,286607.889,21810.06,2,6838.6032,1737252.2952,1822218.15402,1111108.6305000002,192592.16262000002,38869.6482,2515317.7617,3,3,3,2,16,Female,Private Bank,Fred Bryant
IND24185,Anna Henry,85,16919,1999-05-27,Anthony Berry,European,Physical Therapy Assistant,High,Jade,191841.0,22092.5,1,802.4000000000001,703536.8,0.0,0.0,0.0,2736.8,785672.4,2,2,3,1,17,Male,Private Bank,Ryan Taylor
IND13182,Jennifer Rice,30,40613,2016-11-11,Benjamin Kim,Australian,Web Developer III,Mid,Silver,97698.8922,24092.92,1,688.5699999999999,371535.5,338535.57,270828.456,33853.55699999999,24226.86,876909.62,0,1,4,2,18,Female,Commercial,Sean Vasquez
IND57459,Cheryl Clark,25,27130,2007-10-09,Mark Montgomery,European,Recruiter,Mid,Silver,342396.72000000003,54688.5,3,3446.5499999999997,901247.985,350878.5584999999,91533.537,190084.64516999997,70924.41,2475385.695,2,4,4,1,19,Male,Commercial,Nicholas Morrison
IND60265,Peter Diaz,68,22184,2012-10-17,Jonathan Hawkins,European,Structural Analysis Engineer,High,Silver,80765.88,13141.199999999999,1,903.756,78101.29199999999,48562.80491999999,32654.29986,46477.953467399995,15065.442,290271.67199999996,3,1,1,1,20,Male,Retail,Jack Phillips
IND98600,Lori Webb,73,7860,2014-12-12,Anthony Torres,European,Internal Auditor,High,Jade,176480.3619,34644.45,1,1190.7125999999998,585187.3818,260575.308315,314344.81638,123090.8123088,28459.0152,882756.3906,3,2,2,2,21,Female,Institutional,Juan Ramirez
IND56505,Kevin Williams,27,27186,1996-02-08,Chris Armstrong,American,Associate Professor,High,Gold,34363.719000000005,21179.73,1,3295.1295000000005,608489.7000000001,1264219.1406000003,342562.60584000003,416295.12862080004,48618.1215,1524000.7185,1,1,3,2,22,Female,Private Bank,Gregory Boyd
IND24188,Paula Young,31,26593,1999-04-10,James Castillo,Asian,Programmer Analyst III,High,Jade,212002.5,13938.5,1,3269.37,705539.64,315219.3408,311178.0672,55769.57568,24006.45,418455.96,0,2,4,2,1,Female,Commercial,Victor Dean
IND66753,Justin Robinson,75,26982,2011-06-21,Dennis Ruiz,American,Analog Circuit Design manager,High,Jade,181525.44,34293.6,1,4470.858,1133013.6719999998,156772.43064,54390.43512,50689.752573599995,15540.839999999998,1558621.0080000001,1,2,1,2,2,Female,Retail,Jeremy Porter
IND31161,Stephen Murphy,60,38116,1996-11-18,Anthony Berry,European,Human Resources Manager,High,Silver,61488.50400000001,31544.640000000003,1,273.3264,253955.93039999998,292495.851576,76972.59252,118537.79248080001,54716.3748,1119246.3684,3,2,1,2,3,Female,Retail,Ernest Knight
IND74796,Walter Duncan,59,30156,2013-12-02,Nicholas Simmons,Asian,Accounting Assistant I,High,Gold,77567.79520000001,12646.480000000001,2,482.02560000000005,260742.78720000002,254105.55878400002,179991.43747200002,179850.26771712,661.4496,84938.31360000001,0,1,1,1,4,Male,Retail,Eric Shaw
IND18529,Sean Ellis,39,7529,2007-02-12,Bobby Burton,Asian,Data Coordiator,Low,Gold,81291.1632,10274.099999999999,3,9274.124399999999,1241203.4364,1680247.9604039995,379782.07324199995,424089.9817869,36109.245599999995,2430078.4872,1,2,2,2,8,Female,Institutional,Joe Carroll
IND45403,Dorothy Harris,26,38739,2002-03-25,Jason Duncan,Asian,Internal Auditor,Mid,Jade,129574.88500000002,6106.650000000001,1,67.8535,150913.8125,514861.52151500003,507808.62396,154035.28260120004,14027.2055,637115.457,0,2,2,1,9,Male,Institutional,Steve Sanchez
IND57142,Marilyn Webb,24,19882,2015-11-30,Raymond Alexander,Asian,Health Coach I,Mid,Silver,341325.33119999996,14667.119999999999,2,2981.6639999999998,477384.96959999995,764580.53952,646252.59888,232286.84962560007,30319.2288,1368961.1712,2,2,3,2,10,Female,Private Bank,Lawrence Sanchez
IND45470,Wanda Robertson,44,1221,2017-01-28,Jesse Evans,European,Health Coach II,Low,Platinum,146610.24,18992.399999999998,3,683.4300000000001,435339.30000000005,96693.03600000001,93176.9256,64450.303631999996,2869.35,638184.03,2,2,3,2,11,Female,Private Bank,Peter Castillo
IND69975,Linda Ramos,63,9129,2015-01-19,Adam Hernandez,European,Geologist I,Low,Gold,62305.625,1775.5,2,805.365,238816.215,143851.72725,40685.337,103573.24362,22491.81,125146.6425,3,1,3,1,12,Male,Private Bank,Victor Gutierrez
IND22525,Brian Stewart,37,40177,2015-01-08,Patrick Graham,Asian,Associate Professor,High,Jade,189742.7686,23607.71,1,530.1211999999999,193600.00939999998,296574.40061199997,124147.423512,128009.78779903999,25188.3422,835097.6508,2,2,3,1,13,Male,Private Bank,Daniel Carroll
IND15624,Maria King,36,7700,2011-03-25,Dennis Morris,African,Office Assistant IV,Mid,Platinum,491409.51690000005,34176.57,2,4891.1118,1468097.3304,521357.75224799995,181149.72747599997,135553.01558448002,103795.3842,512143.4112,2,5,3,1,14,Male,Private Bank,Carl Anderson
IND85067,Stephanie Baker,26,28840,2018-11-19,Joe Hanson,Asian,Geologist II,Mid,Silver,297603.8793,47232.57,2,4773.2958,957889.7054999999,655045.492101,208750.761219,577519.77836553,10808.0427,1249345.1879999998,0,2,3,1,15,Male,Private Bank,Nicholas Ward
IND53006,Harold Kelly,75,7263,2020-07-14,Jesse Evans,European,Safety Technician II,High,Jade,252612.864,27437.76,1,8765.064,311486.2128,816460.50654,176099.32494,303904.74410099996,55843.22519999999,1119019.7844,1,3,3,2,1,Female,Private Bank,Victor Dean
IND52186,Joe Knight,74,30494,1995-05-16,Bruce Porter,Australian,Database Administrator I,Mid,Platinum,121293.87520000002,20721.920000000002,1,2167.264,1183417.5296,0.0,0.0,0.0,5374.144,182024.18560000003,3,2,4,1,2,Male,Commercial,Jeremy Porter
IND99691,Carl Gutierrez,64,6688,2011-04-22,Jesse Evans,American,Developer IV,High,Jade,283076.28089999995,44260.65,3,2479.9446,434375.6193,55301.514911999984,39778.282655999996,71552.39868000001,3708.0665999999997,63294.966,1,2,4,2,3,Female,Commercial,Ernest Knight
IND35211,Andrew Phillips,25,2789,2010-10-15,Shawn Wallace,Asian,Physical Therapy Assistant,Mid,Jade,110572.2112,18163.2,1,1933.2096,476101.86240000004,37664.312832,10823.0784,22403.772287999996,42739.4112,1278489.0816,2,2,1,2,4,Female,Retail,Eric Shaw
IND54677,Amanda Myers,54,10036,2020-08-05,Shawn Long,Australian,Human Resources Assistant IV,Low,Silver,62559.669599999994,26774.23,1,778.5408,245560.972,206792.295648,152846.479392,61857.869306879984,33283.3736,479575.47479999997,3,1,2,1,5,Male,Institutional,Kevin Kim
IND75463,Patricia Mitchell,18,42306,2021-09-17,Joshua Ryan,European,Biostatistician I,High,Silver,200436.79499999998,62653.45,1,848.0649999999999,479104.1234999999,1883360.0796799997,1283351.5587199999,398672.32837119995,86455.396,212606.67499999996,1,5,3,2,6,Female,Private Bank,Victor Rogers
IND54309,Arthur Fields,58,8452,2006-03-17,James Castillo,Australian,Structural Analysis Engineer,Low,Jade,144736.4284,29361.410000000003,1,1535.3184,492107.20790000004,702159.5764260001,711278.531964,172530.63877896004,21278.811400000002,884355.78,1,2,4,1,7,Male,Commercial,Eugene Cunningham
IND32424,Harold Knight,38,26860,2017-06-19,Phillip Peters,European,Accountant I,High,Jade,117501.6704,34283.520000000004,1,5583.3984,351717.86880000005,1724459.0048640002,856594.0154880001,181237.26011904003,7702.3872,1076992.7040000001,0,2,1,1,8,Male,Retail,Joe Carroll
IND64425,Nicole Porter,50,34062,2011-03-29,Shawn Wallace,Asian,Environmental Specialist,High,Jade,70908.00640000001,5827.360000000001,1,1760.3712,441249.4464,344791.351296,222677.747712,129655.91439359999,15339.609600000002,289990.0416,2,1,1,2,9,Female,Retail,Steve Sanchez
IND63920,Kathy Allen,84,39316,2000-03-29,Anthony Torres,European,Community Outreach Specialist,Low,Silver,64212.2208,27972.56,1,2864.0304000000006,665377.2216000002,307164.5524080001,144101.88878400004,221006.79153504,25557.184800000003,993089.1600000003,2,2,1,1,10,Male,Retail,Lawrence Sanchez
IND57702,Fred Cole,63,37845,2018-01-22,Bruce Butler,African,Software Consultant,High,Jade,149346.65399999998,29221.079999999998,2,2580.4128,590881.8512,3359892.49984,1702050.80584,452480.25968240004,20512.5824,646156.8032,0,4,2,2,11,Female,Institutional,Peter Castillo
IND50366,Raymond Williams,55,18359,2020-10-04,Mark Montgomery,African,Systems Administrator I,Low,Platinum,109855.4808,19648.2,1,2247.3984,458086.3872,291375.611904,191215.24531199998,29866.000220160004,11316.3648,1028243.6736000001,3,1,2,1,12,Male,Institutional,Victor Gutierrez
IND35560,Harold Butler,60,4855,2021-12-29,Joe Hanson,European,Librarian,High,Jade,103961.088,20240.920000000002,2,2256.3828000000003,490614.3900000001,862135.0237080002,197220.43026000002,256386.55933800008,13699.375200000002,105736.40280000001,3,1,3,1,13,Male,Private Bank,Daniel Carroll
IND97501,Albert George,24,41689,2021-12-03,Samuel Fowler,European,Environmental Tech,Mid,Gold,433365.48750000005,11774.58,2,6543.3222000000005,980636.2818000001,1390316.98239,1012366.7347500001,415070.3612475,2148.8478,726069.5055,3,4,3,1,14,Male,Private Bank,Carl Anderson
IND50411,George Johnston,67,37089,2014-05-06,Frank Brown,African,Geological Engineer,Low,Silver,150898.03799999997,18778.079999999998,2,42.635999999999996,284352.56549999997,606505.3849499999,321091.08615,321804.62189699995,9160.926,399466.37399999995,2,2,3,1,15,Male,Private Bank,Nicholas Ward
IND76102,Jose King,28,12379,2007-10-03,Todd Roberts,European,Research Assistant IV,Mid,Jade,139596.55260000002,26119.98,1,12102.462,222968.93219999998,540406.2175919999,317194.953804,78123.94232579997,48294.342,339270.64019999997,3,5,3,2,16,Female,Private Bank,Fred Bryant
IND56074,Carl Peterson,62,15013,2009-12-16,Joshua Ryan,European,Occupational Therapist,High,Silver,141515.02440000002,4827.240000000001,1,1563.0654,333744.6729,103201.62263099999,92338.293933,77183.95039929,9673.242,441118.86749999993,1,2,3,1,17,Male,Private Bank,Ryan Taylor
IND27011,Heather Nguyen,69,2034,1999-09-01,Roger Alexander,European,Biostatistician IV,High,Gold,66543.56920000001,4081.0200000000004,1,1225.836,333472.47599999997,126886.3272,175526.08596,22289.6981448,16574.184,522315.276,1,1,3,1,18,Male,Private Bank,Sean Vasquez
IND48221,Nicholas Fox,79,20957,2019-05-16,Joe Price,European,Financial Analyst,High,Silver,422382.63340000005,26844.09,2,1356.7918,1596542.9207000001,1340974.7857869999,591295.968536,376317.64854684,51077.3172,1931783.7539000001,2,4,3,1,19,Male,Private Bank,Nicholas Morrison
IND45884,Jesse Frazier,60,43207,2005-09-23,Steve Diaz,American,Dental Hygienist,High,Gold,488895.36,5781.280000000001,2,4794.8744,369137.2488,878322.5600160001,902061.007584,222191.86923648004,37463.0624,179953.1408,2,4,4,1,20,Male,Commercial,Jack Phillips
IND16593,Mary Young,60,29439,2011-01-09,Samuel Fowler,European,Systems Administrator III,Mid,Gold,92607.75,19835.0,1,999.9,102478.95,229116.195,140015.4525,60715.79167500001,3956.85,312132.60000000003,2,2,4,1,21,Male,Commercial,Juan Ramirez
IND32999,Roger Hayes,18,39197,2018-05-03,Adam Hernandez,European,Staff Accountant II,Low,Silver,328107.31560000003,35319.240000000005,2,8433.072000000002,86324.17050000001,1688758.5894750005,688012.7586750002,377156.08498275,95976.49500000002,1912940.4690000005,1,3,1,2,22,Female,Retail,Gregory Boyd
IND39671,Jesse Perry,76,25951,2013-12-02,Todd Roberts,Asian,GIS Technical Architect,High,Gold,59980.66559999999,24186.96,2,19.1808,478753.30079999997,503727.82128,517342.08671999996,119260.96525439998,25489.684799999995,1321626.9168,0,2,2,1,1,Male,Institutional,Victor Dean
IND65149,Richard Grant,63,36580,2013-11-22,Joe Hanson,American,Geologist II,Mid,Jade,96059.68470000001,14301.41,3,817.6608,1309510.8717,657336.8668770001,302223.84684,430668.981747,72159.3399,131595.38220000002,1,4,3,1,2,Male,Private Bank,Jeremy Porter
IND87267,Angela Williams,82,35100,2017-12-04,Shawn Cook,European,Biostatistician IV,High,Silver,138340.6674,14770.470000000001,2,275.80800000000005,533544.0240000001,160695.22560000003,96417.13536,119075.16216960001,17394.312,53883.64800000001,1,1,4,1,3,Male,Commercial,Ernest Knight
IND69610,Julie Barnes,84,32346,2019-08-08,Mark Montgomery,European,Developer II,Mid,Jade,145503.585,27033.75,1,975.6675,466532.6805,499893.1625250001,359146.54395,124924.75731450002,26095.5135,375420.6315,2,2,1,2,4,Female,Retail,Eric Shaw
IND80344,Gary Morgan,51,26946,2005-09-13,Victor Martinez,Asian,Biostatistician IV,High,Jade,138844.4094,22795.47,1,6568.942800000001,629977.9488000001,286280.412369,74761.126797,116189.73169524001,22248.250200000002,1056141.7161,0,2,1,1,8,Male,Retail,Joe Carroll
IND38207,Margaret Bowman,50,16366,2003-12-30,Nicholas Cunningham,Asian,Computer Systems Analyst IV,Low,Gold,87964.254,28324.170000000002,1,3876.8246999999997,235674.2115,95426.12211299999,23274.663929999995,39101.4354024,35246.326499999996,764131.2147,1,2,1,1,9,Male,Retail,Steve Sanchez
IND79637,Eugene Boyd,57,28156,2020-02-18,Shawn Long,African,Analyst Programmer,High,Gold,187601.46659999996,4761.21,1,5015.042399999999,0.0,1268649.1730519996,678995.3320559999,231573.14482751998,57662.465399999994,495342.2777999999,3,2,2,1,10,Male,Institutional,Lawrence Sanchez
IND29921,Anne Bailey,18,6558,2012-04-09,Donald Reynolds,Asian,Statistician II,High,Jade,37871.017100000005,34761.58,1,3608.556,93376.1346,659353.323132,517139.86128,84035.22745799996,18233.2038,802254.9696,1,2,2,2,11,Female,Institutional,Peter Castillo
IND59198,Brian Clark,63,38167,2021-04-27,Shawn Wallace,European,Environmental Tech,High,Jade,307054.44,35028.9,1,1717.5059999999999,531702.396,1112826.27096,996367.7077200001,267854.69545199996,24031.926,1480748.688,3,4,3,2,12,Female,Private Bank,Victor Gutierrez
IND19422,Sean Harrison,35,18505,2017-09-29,Todd Roberts,Asian,Programmer III,High,Gold,334843.2269,68760.51000000001,1,9810.3824,2374318.4738000003,3245233.125316,1800437.5558260002,232278.6723256999,50535.9582,2581344.9115999998,1,4,3,2,13,Female,Private Bank,Daniel Carroll
IND54707,Michael Henry,54,11924,2019-11-22,Dennis Ruiz,Asian,Programmer Analyst II,Mid,Jade,102583.5,22735.5,1,4758.125,939876.6,93238.89499999997,51078.699,25798.796859999995,8800.949999999999,963100.85,3,2,3,1,14,Male,Private Bank,Carl Anderson
IND20608,Carolyn Hunt,53,8804,2006-02-22,Samuel Fowler,Asian,Professor,Low,Silver,99151.3235,27849.22,3,3352.3316,357978.0788,600265.1658600001,509527.40823,107419.5453789,47746.813,144831.9034,2,2,3,1,15,Male,Private Bank,Nicholas Ward
IND98943,Martha Robinson,41,8144,2015-10-06,Patrick Graham,Asian,Media Manager IV,High,Jade,170208.96,29922.0,1,2939.7240000000006,313549.47000000003,659087.2530000001,380014.27200000006,267197.535,59873.40000000001,1522225.584,0,2,3,2,1,Female,Private Bank,Victor Dean
IND61538,Henry Williamson,84,15787,1996-05-28,Dennis Morris,European,Research Associate,High,Jade,156360.75840000002,36720.54,1,2619.3024000000005,491419.656,256500.32054400005,291029.209848,186061.38636384005,14386.226400000001,120138.03360000001,2,2,3,2,2,Female,Private Bank,Jeremy Porter
IND78351,Justin Bowman,51,5687,2017-06-13,Paul Larson,Asian,Software Test Engineer IV,Mid,Jade,254049.92549999998,6954.57,1,8670.1482,142987.9878,1568622.8734469998,907026.831585,171268.00761105,216.7074,711447.6159,2,2,3,2,3,Female,Private Bank,Ernest Knight
IND46289,Doris Anderson,66,38156,2009-01-06,James Castillo,Australian,Human Resources Assistant II,Low,Platinum,261771.17639999997,20614.6,1,2516.3028,785259.3672,826021.0076579999,275340.33588599996,441629.21146806004,45726.8526,1175634.4248,1,2,4,1,4,Male,Commercial,Eric Shaw
IND16285,Frank Cole,77,29116,2012-01-05,Samuel Fowler,European,GIS Technical Architect,High,Jade,162652.1268,37196.72,3,5965.097600000001,158088.0896,1305930.6014720004,746246.0579840001,222474.60603648002,83580.71680000001,1210723.1360000002,0,4,4,1,5,Male,Commercial,Kevin Kim
IND85859,Joshua Robertson,40,26957,1999-11-22,Roger Alexander,European,Dental Hygienist,Mid,Silver,230764.80000000002,21653.399999999998,1,1907.49,676955.9400000001,381602.52804,398689.20839999994,193079.488068,16057.488000000001,594087.66,2,2,1,2,6,Female,Retail,Victor Rogers
IND86031,Jessica King,72,20979,2009-10-10,Anthony Simpson,European,Sales Associate,High,Jade,316487.5374000001,51908.880000000005,1,2178.246,1133288.142,333646.22339999996,190654.9848,323160.199236,16174.745999999997,1183141.722,3,5,2,1,7,Male,Institutional,Eugene Cunningham
IND65548,Diane Riley,74,30197,2003-03-11,Victor Ramos,American,Accountant IV,Mid,Gold,36006.025499999996,36840.36,1,2452.182,862294.2707999999,489630.61713599996,151954.329456,259335.38893823995,33108.3024,726780.0083999999,0,2,3,1,8,Male,Private Bank,Joe Carroll
IND28392,Jeffrey Fuller,59,36825,2013-07-14,Jerry Green,Australian,Product Engineer,High,Gold,348927.5904,32421.72,3,2000.0616,684129.0936,328315.7646719999,213117.250752,228611.45087424,12037.077599999999,773614.2828,0,5,4,1,9,Male,Commercial,Steve Sanchez
IND36665,Alan Sims,26,19807,1995-05-11,Samuel Fowler,European,Data Coordiator,Low,Jade,38281.04,26898.4,1,1912.3200000000002,1038515.8400000001,1506675.7120000003,320168.5888,435052.61184,49608.96000000001,880957.4400000001,1,1,1,1,10,Male,Retail,Lawrence Sanchez
IND31739,Christopher Price,65,5337,2002-10-11,Roy Rice,Asian,Human Resources Assistant IV,Mid,Jade,80225.5423,12850.1,2,4444.44,947589.9356,216390.40469200004,112410.59984000001,18547.748973599995,9999.420199999999,1392172.397,3,1,1,2,11,Female,Retail,Peter Castillo
IND68824,Howard Patterson,52,25758,2010-10-28,Nicholas Simmons,African,General Manager,High,Gold,484690.9967999999,11373.06,2,7984.096799999999,1236981.3064,1407701.3014399998,722873.64128,223710.36898559995,97886.2232,3487314.084,1,5,1,1,12,Male,Retail,Victor Gutierrez
IND81954,Ralph Henderson,65,41598,2010-03-27,Bruce Porter,European,Environmental Tech,Low,Silver,139535.9244,58891.42,1,7107.552,649611.0719999999,1021773.491712,454121.5518719999,280987.7102208,27691.747199999998,1962514.4544,1,3,2,2,13,Female,Institutional,Daniel Carroll
